date,source,confirm_dengue,ta,rha,ra,max_ta,min_ta,ws,sr
2022-11-04,static,428,24.20190476,75.78095238,0.02047619,28.27571429,19.91063492,,
2022-11-05,static,788,25.02952381,73.83206349,0.08,29.09333333,20.91111111,,
2022-11-06,static,908,24.85809524,74.36698413,0.629206349,28.56634921,21.13222222,,
2022-11-07,static,875,24.1715873,74.71555556,0.324761905,28.17285714,20.19190476,,
2022-11-08,static,820,24.01809524,71.89460317,0.0,28.07380952,19.80730159,,
2022-11-09,static,796,23.79666667,73.18095238,0.0,27.73190476,20.03761905,,
2022-11-10,static,888,23.51650794,73.63031746,0.0,27.45920635,19.4815873,,
2022-11-11,static,266,23.20555556,74.85428571,0.0,27.64730159,18.86634921,,
2022-11-12,static,918,22.94920635,77.35333333,0.002539683,27.67285714,19.00428571,,
2022-11-13,static,859,21.5531746,76.77253968,0.119047619,26.34031746,17.37285714,,
2022-11-14,static,760,21.56174603,73.67984127,0.192857143,26.59968254,16.64888889,,
2022-11-15,static,692,21.86793651,73.44968254,0.000634921,26.77063492,17.10111111,,
2022-11-16,static,675,21.63031746,76.24492063,0.006666667,26.4515873,17.07111111,,
2022-11-17,static,685,21.76825397,76.96396825,0.003968254,26.91492063,17.05809524,,
2022-11-18,static,250,20.91269841,77.86095238,0.001428571,26.0652381,16.59142857,,
2022-11-19,static,559,20.90063492,76.47952381,0.034920635,26.87285714,15.51666667,,
2022-11-20,static,646,21.95571429,76.43063492,0.41952381,27.52698413,16.64603175,,
2022-11-21,static,606,21.37507937,77.2515873,0.333333333,26.78269841,17.03301587,,
2022-11-22,static,515,20.69809524,77.79761905,0.555555556,26.29126984,16.04650794,,
