year,month,day,sha,rha,ra,psa,wsa,wd,ta,da,max_ta,min_ta,lag1,lag2,lag3,lag7,lag14,roll_mean_3,roll_std_3,roll_min_3,roll_max_3,roll_sum_3,roll_mean_7,roll_std_7,roll_min_7,roll_max_7,roll_sum_7,roll_mean_14,roll_std_14,roll_min_14,roll_max_14,roll_sum_14,ema_7,ema_14,diff_1,diff_7,dayofweek,quarter,is_monsoon,is_friday,ta_lag1,ta_lag2,ta_lag3,ta_lag7,ta_rmean_3,ta_rstd_3,ta_rmean_7,ta_rstd_7,ta_rmean_14,ta_rstd_14,rha_lag1,rha_lag2,rha_lag3,rha_lag7,rha_rmean_3,rha_rstd_3,rha_rmean_7,rha_rstd_7,rha_rmean_14,rha_rstd_14,ra_lag1,ra_lag2,ra_lag3,ra_lag7,ra_rmean_3,ra_rstd_3,ra_rmean_7,ra_rstd_7,ra_rmean_14,ra_rstd_14,max_ta_lag1,max_ta_lag2,max_ta_lag3,max_ta_lag7,max_ta_rmean_3,max_ta_rstd_3,max_ta_rmean_7,max_ta_rstd_7,max_ta_rmean_14,max_ta_rstd_14,min_ta_lag1,min_ta_lag2,min_ta_lag3,min_ta_lag7,min_ta_rmean_3,min_ta_rstd_3,min_ta_rmean_7,min_ta_rstd_7,min_ta_rmean_14,min_ta_rstd_14
2026,8,7,20.86920635,89.6468254,25.58031746,99.42460317,2.371269841,139.815873,27.58952381,25.65857143,30.4431746,25.89460317,471.0,195.0,530.0,153.0,181.0,398.6666666666667,178.83045974702037,195.0,530.0,1196.0,389.0,162.22309741008962,153.0,580.0,2723.0,418.57142857142856,142.25314071737264,153.0,580.0,5860.0,414.43472164443335,405.07323387208294,276.0,4.0,4,3,1,1,27.72603175,27.69746032,28.0015873,28.13888889,27.80835979,0.1679486070754843,28.01972789285714,0.2838638895648989,27.984580499285716,0.3459045303097524,91.11269841,91.98222222,90.56698413,87.82047619,91.22063492,0.7137663696917507,89.98718820857142,1.4573947384761603,88.7186734692857,1.9989665814985036,25.84730159,19.55,21.76793651,8.172380952,22.38841269999998,3.1941735794448634,16.02315192871428,6.606988139015307,14.896360544571428,5.500120529203907,29.9652381,29.66666667,30.30746032,31.24777778,29.97978836333333,0.32064451982271314,30.560589571428572,0.7262084643100948,30.81486394785714,0.8057847100389347,26.2168254,26.39936508,26.60333333,26.02365079,26.406507936666667,0.19335294227871644,26.31367346857143,0.19687728389508527,26.056009069999998,0.3344403490235117
